1,https://www.amazon.com/gp/product/B07GTQWF4R/ref=ox_sc_act_title_1?smid=A1THAZDOWP300U&th=1,LED Displays,kjr70,9.99,9.99
1,https://www.amazon.com/gp/product/B0922N8MCR/ref=ox_sc_act_title_2?smid=A22OGX2IYPJI98&psc=1,Wind turbine,kjr70,10.99,10.99
