1,https://www.adafruit.com/product/3630,NeoPixel LED Dots Strand,bcy6,27.5,27.5
2,https://www.adafruit.com/product/1612,NeoPixel Mini Button,bcy6,4.95,9.9
1,https://www.adafruit.com/product/881,4-Digit 7-Segment Display,bcy6,11.95,11.95
